CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,Segment,AOV,Lifespan_Score,CLV
13307,120,1,15.0,2,1,1,Lost,15.0,245,10.068493150684931
13308,23,3,1385.51,4,3,4,Loyal Customers,461.83666666666664,342,1298.203890410959
13309,7,5,1456.79,5,4,4,Champions,291.358,358,1428.8515616438356
13310,28,3,1132.03,4,3,4,Loyal Customers,377.3433333333333,337,1045.1893424657533
13311,4,2,598.57,5,2,3,Lost,299.285,361,592.0103287671234
13313,22,5,1555.3200000000002,4,4,4,Champions,311.064,343,1461.5746849315071
13314,2,3,775.94,5,3,3,Loyal Customers,258.6466666666667,363,771.6882739726028
13316,37,4,5732.93,3,4,5,Loyal Customers,1433.2325,328,5151.783671232877
13317,66,6,2273.68,3,5,5,Loyal Customers,378.94666666666666,299,1862.548821917808
13318,1,3,640.76,5,3,3,Loyal Customers,213.58666666666667,364,639.0044931506849
13319,5,26,10845.55,5,5,5,Champions,417.1365384615384,360,10696.980821917807
13320,78,4,1532.2,2,4,4,Loyal Customers,383.05,287,1204.7709589041096
13321,72,2,567.36,3,2,3,Lost,283.68,293,455.44241095890413
13322,17,1,199.48,4,1,1,Lost,199.48,348,190.1891506849315
13323,3,5,787.85,5,4,3,Champions,157.57,362,781.3745205479452
13324,36,10,7121.95,3,5,5,Loyal Customers,712.1949999999999,329,6419.51109589041
13325,82,1,675.3,2,1,3,Lost,675.3,283,523.5887671232877
13327,39,8,3627.77,3,5,5,Loyal Customers,453.47125,326,3240.145260273973
13328,316,1,1308.48,1,1,4,Lost,1308.48,49,175.6589589041096
13329,32,2,789.0,4,2,3,Lost,394.5,333,719.827397260274
13330,93,3,1140.93,2,3,4,Loyal Customers,380.31,272,850.227287671233
13332,14,1,350.90000000000003,5,1,2,Lost,350.90000000000003,351,337.44082191780825
13334,82,3,3502.32,2,3,5,Loyal Customers,1167.44,283,2715.4974246575343
13336,77,1,795.12,2,1,3,Lost,795.12,288,627.3823561643835
13338,158,1,437.02,2,1,2,Lost,437.02,207,247.84421917808217
13339,201,1,860.12,1,1,3,Lost,860.12,164,386.46487671232876
13340,45,7,10736.48,3,5,5,Loyal Customers,1533.782857142857,320,9412.804383561643
13341,261,1,775.85,1,1,3,Lost,775.85,104,221.0641095890411
13343,178,1,303.43,2,1,2,Lost,303.43,187,155.45591780821917
13344,68,3,2511.69,3,3,5,Loyal Customers,837.23,297,2043.7587123287672
13345,288,1,339.5,1,1,2,Lost,339.5,77,71.62054794520547
13347,70,1,291.36,3,1,2,Lost,291.36,295,235.4827397260274
13348,64,1,233.76,3,1,1,Lost,233.76,301,192.77194520547945
13349,11,1,197.32,5,1,1,Lost,197.32,354,191.3733698630137
13350,16,2,879.12,4,2,3,Lost,439.56,349,840.5832328767123
13351,66,1,323.94,3,1,2,Lost,323.94,299,265.36454794520546
13352,60,1,347.98,3,1,2,Lost,347.98,305,290.7778082191781
13354,71,1,743.53,3,1,3,Lost,743.53,294,598.8981369863013
13355,122,1,674.7,2,1,3,Lost,674.7,243,449.1838356164384
13356,80,1,768.24,2,1,3,Lost,768.24,285,599.8586301369863
13357,257,1,609.4,1,1,3,Lost,609.4,108,180.31561643835616
13358,269,1,389.03,1,1,2,Lost,389.03,96,102.32021917808217
13359,64,1,389.56,3,1,2,Lost,389.56,301,321.2535890410959
13362,9,4,3090.74,5,4,5,Champions,772.685,356,3014.5299726027397
13363,18,2,892.5,4,2,3,Lost,446.25,347,848.486301369863
13364,71,1,134.96,3,1,1,Lost,134.96,294,108.70750684931508
13365,34,2,2225.37,3,2,5,Lost,1112.685,331,2018.0752602739726
13366,50,1,56.16,3,1,1,Lost,56.16,315,48.466849315068494
13368,257,2,573.4,1,2,3,At Risk,286.7,108,169.6635616438356
13369,366,1,258.28000000000003,1,1,2,Lost,258.28000000000003,-1,-0.7076164383561645
13370,372,1,754.87,1,1,3,Lost,754.87,-7,-14.47695890410959
13372,90,1,328.64,2,1,2,Lost,328.64,275,247.6054794520548
13373,61,3,3312.25,3,3,5,Loyal Customers,1104.0833333333333,304,2758.695890410959
13375,89,1,778.65,2,1,3,Lost,778.65,276,588.7873972602739
13376,99,3,869.76,2,3,3,Loyal Customers,289.92,266,633.852493150685
13379,26,3,572.56,4,3,3,Loyal Customers,190.85333333333332,339,531.774904109589
13381,32,6,3639.31,4,5,5,Champions,606.5516666666666,333,3320.2472054794516
13382,281,1,222.99,1,1,1,Lost,222.99,84,51.31824657534247
13384,31,7,4151.93,4,5,5,Champions,593.1328571428572,334,3799.3003287671236
13385,330,1,534.57,1,1,3,Lost,534.57,35,51.26013698630137
13388,131,2,677.1,2,2,3,At Risk,338.55,234,434.0860273972603
13389,11,3,797.96,5,3,3,Loyal Customers,265.9866666666667,354,773.9118904109589
13390,75,1,544.08,2,1,3,Lost,544.08,290,432.2827397260274
13391,204,1,59.8,1,1,1,Lost,59.8,161,26.377534246575344
13394,2,8,2520.02,5,5,5,Champions,315.0025,363,2506.2116712328766
13395,185,1,307.72,1,1,2,Lost,307.72,180,151.7523287671233
13396,29,2,1360.99,4,2,4,Lost,680.495,336,1252.8565479452054
13397,73,5,1544.13,2,4,4,Loyal Customers,308.826,292,1235.304
13398,192,1,457.34,1,1,2,Lost,457.34,173,216.7666301369863
13402,127,2,621.23,2,2,3,At Risk,310.615,238,405.076
13403,18,1,75.0,4,1,1,Lost,75.0,347,71.30136986301369
13404,1,2,252.49,5,2,2,Lost,126.245,364,251.7982465753425
13405,204,2,557.45,1,2,3,At Risk,278.725,161,245.88890410958908
13408,2,62,28117.04,5,5,5,Champions,453.5006451612903,363,27962.97402739726
13410,24,5,1003.06,4,4,4,Champions,200.612,341,937.1053698630137
13411,107,1,213.55,2,1,1,Lost,213.55,258,150.94767123287673
13414,134,3,1390.5,2,3,4,Loyal Customers,463.5,231,880.0150684931506
13416,44,2,712.5,3,2,3,Lost,356.25,321,626.6095890410959
13417,5,2,640.83,5,2,3,Lost,320.415,360,632.051506849315
13418,12,18,6127.43,5,5,5,Champions,340.4127777777778,353,5925.980246575343
13419,64,1,221.06,3,1,1,Lost,221.06,301,182.29879452054797
13420,150,2,159.85,2,2,1,At Risk,79.925,215,94.15821917808219
13421,40,2,1823.21,3,2,4,Lost,911.605,325,1623.4061643835616
13422,64,1,2626.3,3,1,5,Lost,2626.3,301,2165.7980821917813
13425,108,3,1624.21,2,3,4,Loyal Customers,541.4033333333333,257,1143.6218356164384
13426,1,10,3641.32,5,5,5,Champions,364.132,364,3631.343780821918
13427,19,3,582.6,4,3,3,Loyal Customers,194.20000000000002,346,552.2728767123288
13428,10,1,201.78,5,1,1,Lost,201.78,355,196.2517808219178
13429,11,4,1006.8,5,4,4,Champions,251.7,354,976.4580821917808
13430,19,2,679.45,4,2,3,Lost,339.725,346,644.0813698630137
13431,67,2,1269.1,3,2,4,Lost,634.55,298,1036.141917808219
13434,74,2,534.24,2,2,3,At Risk,267.12,291,425.9283287671233
13435,5,7,3809.89,5,5,5,Champions,544.27,360,3757.699726027397
13436,2,1,196.89,5,1,1,Lost,196.89,363,195.8111506849315
13437,14,7,3408.06,5,5,5,Champions,486.86571428571426,351,3277.339890410959
13439,255,1,283.71,1,1,2,Lost,283.71,110,85.50164383561643
13441,92,1,296.64,2,1,2,Lost,296.64,273,221.87046575342467
13447,23,3,1129.14,4,3,4,Loyal Customers,376.38000000000005,342,1057.9887123287672
13448,17,6,3534.69,4,5,5,Champions,589.115,348,3370.060602739726
13449,24,1,291.88,4,1,2,Lost,291.88,341,272.6878904109589
13450,27,6,2043.72,4,5,5,Champions,340.62,338,1892.540712328767
13451,26,5,2898.26,4,4,5,Champions,579.652,339,2691.808602739726
13452,259,2,590.0,1,2,3,At Risk,295.0,106,171.34246575342465
13453,166,2,356.98,2,2,2,At Risk,178.49,199,194.62745205479453
13455,25,2,1058.34,4,2,4,Lost,529.17,340,985.8509589041095
13456,18,6,1766.72,4,5,4,Champions,294.4533333333333,347,1679.5940821917807
13458,7,14,9646.57,5,5,5,Champions,689.0407142857142,358,9461.567287671232
13460,29,2,183.44,4,2,1,Lost,91.72,336,168.86531506849315
13461,39,3,1445.0,3,3,4,Loyal Customers,481.6666666666667,326,1290.6027397260275
13462,253,1,151.5,1,1,1,Lost,151.5,112,46.487671232876714
13464,58,1,674.68,3,1,3,Lost,674.68,307,567.4705753424657
13466,184,1,307.90000000000003,1,1,2,Lost,307.90000000000003,181,152.6846575342466
13467,11,2,1071.91,5,2,4,Lost,535.955,354,1039.6058630136988
13468,2,37,5704.97,5,5,5,Champions,154.1883783783784,363,5673.709890410959
13470,99,2,165.0,2,2,1,At Risk,82.5,266,120.24657534246576
13471,1,4,2501.84,5,4,5,Champions,625.46,364,2494.9856438356164
13473,61,2,422.64,3,2,2,Lost,211.32,304,352.00701369863015
13474,236,1,226.84,1,1,1,Lost,226.84,129,80.1708493150685
13475,191,4,1431.78,1,4,4,Loyal Customers,357.945,174,682.5471780821917
13476,179,2,1238.47,2,2,4,At Risk,619.235,186,631.1107397260274
13477,38,6,1454.58,3,5,4,Loyal Customers,242.42999999999998,327,1303.1442739726026
13479,201,2,300.95,1,2,2,At Risk,150.475,164,135.22136986301368
13481,46,5,1804.56,3,4,4,Loyal Customers,360.912,319,1577.136
13482,232,1,184.64,1,1,1,Lost,184.64,133,67.2797808219178
13483,66,1,140.34,3,1,1,Lost,140.34,299,114.96345205479452
13484,241,1,313.8,1,1,2,Lost,313.8,124,106.60602739726028
13485,233,1,454.24,1,1,2,Lost,454.24,132,164.27309589041096
13486,78,3,1122.41,2,3,4,Loyal Customers,374.1366666666667,287,882.5525205479453
13487,58,3,575.4,3,3,3,Loyal Customers,191.79999999999998,307,483.9665753424657
13488,17,13,8968.31,4,5,5,Champions,689.87,348,8550.607890410958
13489,105,4,449.52,2,4,2,Loyal Customers,112.38,260,320.20602739726024
13491,52,10,1215.82,3,5,4,Loyal Customers,121.582,313,1042.6072876712328
13492,136,3,1269.84,2,3,4,Loyal Customers,423.28,229,796.6941369863013
13493,275,2,498.63,1,2,3,At Risk,249.315,90,122.94986301369862
13494,312,1,316.26000000000005,1,1,2,Lost,316.26000000000005,53,45.92268493150685
13495,8,5,2044.87,5,4,5,Champions,408.974,357,2000.050931506849
13496,11,2,653.33,5,2,3,Lost,326.665,354,633.6406027397261
13497,283,2,348.05,1,2,2,At Risk,174.025,82,78.19205479452054
13499,18,5,1159.11,4,4,4,Champions,231.82199999999997,347,1101.948410958904
13500,23,3,1166.77,4,3,4,Loyal Customers,388.92333333333335,342,1093.2475068493152
13501,288,1,1340.32,1,1,4,Lost,1340.32,77,282.75243835616436
13502,17,3,292.0,4,3,2,Loyal Customers,97.33333333333333,348,278.4
13503,71,1,216.85,3,1,1,Lost,216.85,294,174.66821917808218
13504,64,1,295.93,3,1,2,Lost,295.93,301,244.04090410958906
13505,73,4,3633.63,2,4,5,Loyal Customers,908.4075,292,2906.9040000000005
13506,316,2,458.52,1,2,2,At Risk,229.26,49,61.5547397260274
13507,3,4,2479.16,5,4,5,Champions,619.79,362,2458.7833424657533
13508,244,1,110.97,1,1,1,Lost,110.97,121,36.78731506849315
13509,9,6,964.72,5,5,4,Champions,160.78666666666666,356,940.9323835616439
13510,1,4,1791.56,5,4,4,Champions,447.89,364,1786.651616438356
13512,261,1,251.21,1,1,2,Lost,251.21,104,71.57764383561644
13513,127,1,205.1,2,1,1,Lost,205.1,238,133.73643835616437
13514,74,1,152.20000000000002,2,1,1,Lost,152.20000000000002,291,121.34301369863014
13515,73,4,891.12,2,4,3,Loyal Customers,222.78,292,712.8960000000001
13516,21,3,1389.41,4,3,4,Loyal Customers,463.1366666666667,344,1309.4713424657534
13517,60,3,2128.42,3,3,5,Loyal Customers,709.4733333333334,305,1778.5427397260275
13518,86,1,627.16,2,1,3,Lost,627.16,279,479.3907945205479
13519,78,1,122.75,2,1,1,Lost,122.75,287,96.51849315068493
13520,59,6,2984.35,3,5,5,Loyal Customers,497.39166666666665,306,2501.948219178082
13521,1,3,1070.47,5,3,4,Loyal Customers,356.8233333333333,364,1067.537205479452
13522,30,1,125.8,4,1,1,Lost,125.8,335,115.46027397260274
13523,33,5,3964.88,4,4,5,Champions,792.976,332,3606.411397260274
13524,41,5,680.1800000000001,3,4,3,Loyal Customers,136.036,324,603.7762191780822
13525,15,2,628.78,4,2,3,Lost,314.39,350,602.9397260273972
13527,34,7,2242.36,3,5,5,Loyal Customers,320.33714285714285,331,2033.4826301369865
13529,79,2,307.76,2,2,2,At Risk,153.88,286,241.1489315068493
13531,205,2,483.8,1,2,3,At Risk,241.9,160,212.07671232876712
13532,34,1,210.31,3,1,1,Lost,210.31,331,190.7194794520548
13533,183,3,269.09,1,3,2,Loyal Customers,89.69666666666666,182,134.17638356164383
13534,2,25,5870.08,5,5,5,Champions,234.8032,363,5837.915178082192
13536,1,7,3444.39,5,5,5,Champions,492.05571428571426,364,3434.953315068493
13538,43,7,1280.85,3,5,4,Loyal Customers,182.97857142857143,322,1129.9553424657533
13539,86,3,631.34,2,3,3,Loyal Customers,210.4466666666667,279,482.58591780821916
13544,40,2,276.06,3,2,2,Lost,138.03,325,245.8068493150685
13546,12,3,621.09,5,3,3,Loyal Customers,207.03,353,600.6706027397261
13548,96,2,678.16,2,2,3,At Risk,339.08,269,499.79463013698626
13549,26,7,918.2,4,5,3,Champions,131.17142857142858,339,852.7939726027397
13551,319,1,91.8,1,1,1,Lost,91.8,46,11.569315068493152
13552,66,12,3740.07,3,5,5,Loyal Customers,311.6725,299,3063.783369863014
13555,74,4,4098.88,2,4,5,Loyal Customers,1024.72,291,3267.874191780822
13557,28,2,584.0600000000001,4,2,3,Lost,292.03000000000003,337,539.255397260274
13558,6,4,594.52,5,4,3,Champions,148.63,359,584.7470684931507
13560,7,1,171.42000000000002,5,1,1,Lost,171.42000000000002,358,168.13249315068495
13561,216,1,141.86,1,1,1,Lost,141.86,149,57.90997260273973
13562,82,3,1799.3300000000002,2,3,4,Loyal Customers,599.7766666666668,283,1395.09695890411
13563,84,2,777.53,2,2,3,At Risk,388.765,281,598.5915890410959
13564,354,2,1174.03,1,2,4,At Risk,587.015,11,35.381726027397264
13565,19,2,240.22,4,2,1,Lost,120.11,346,227.71539726027396
13566,41,2,856.84,3,2,3,Lost,428.42,324,760.5922191780822
13568,173,1,187.05,2,1,1,Lost,187.05,192,98.39342465753424
13569,17,2,337.12,4,2,2,Lost,168.56,348,321.4185205479452
13570,243,1,239.49,1,1,1,Lost,239.49,122,80.04871232876712
13571,13,12,2088.94,5,5,5,Champions,174.07833333333335,352,2014.5393972602742
13572,206,1,1384.25,1,1,4,Lost,1384.25,159,603.0020547945205
13573,50,2,290.25,3,2,2,Lost,145.125,315,250.48972602739727
13575,23,5,732.07,4,4,3,Champions,146.41400000000002,342,685.9395616438356
13576,10,18,6717.34,5,5,5,Champions,373.18555555555554,355,6533.303287671233
13577,25,4,1687.6,4,4,4,Champions,421.9,340,1572.0109589041094
13579,15,2,467.04,4,2,2,Lost,233.52,350,447.84657534246577
13581,309,1,118.0,1,1,1,Lost,118.0,56,18.104109589041098
13583,156,1,781.03,2,1,3,Lost,781.03,209,447.2199178082191
13584,307,1,142.4,1,1,1,Lost,142.4,58,22.627945205479456
13587,64,1,712.4,3,1,3,Lost,712.4,301,587.4860273972603
13588,16,9,2478.95,4,5,5,Champions,275.43888888888887,349,2370.2836986301368
13589,15,2,379.65,4,2,2,Lost,189.825,350,364.04794520547944
13590,11,6,1981.92,5,5,4,Champions,330.32,354,1922.1909041095892
13591,65,3,1117.13,3,3,4,Loyal Customers,372.3766666666667,300,918.1890410958905
13592,36,4,247.96,3,4,2,Loyal Customers,61.99,329,223.5036712328767
13593,108,5,2011.88,2,4,4,Loyal Customers,402.37600000000003,257,1416.584
13594,53,1,396.97,3,1,2,Lost,396.97,312,339.3277808219178
13596,6,2,664.11,5,2,3,Lost,332.055,359,653.1931232876713
13598,47,1,160.04,3,1,1,Lost,160.04,318,139.4321095890411
13599,1,21,5149.92,5,5,5,Champions,245.2342857142857,364,5135.810630136986
13600,312,1,219.52,1,1,1,Lost,219.52,53,31.875506849315066
13601,45,2,693.32,3,2,3,Lost,346.66,320,607.842191780822
13602,65,1,428.89,3,1,2,Lost,428.89,300,352.5123287671233
13603,26,1,164.34,4,1,1,Lost,164.34,339,152.6335890410959
13606,29,3,276.75,4,3,2,Loyal Customers,92.25,336,254.76164383561644
13607,40,1,675.51,3,1,3,Lost,675.51,325,601.4815068493151
13610,12,7,1082.33,5,5,4,Champions,154.6185714285714,353,1046.7465479452055
13611,89,3,1154.4,2,3,4,Loyal Customers,384.8,276,872.9161643835617
13614,24,4,1585.46,4,4,4,Champions,396.365,341,1481.210575342466
13615,319,1,417.69,1,1,2,Lost,417.69,46,52.64038356164384
13617,40,3,544.18,3,3,3,Loyal Customers,181.39333333333332,325,484.5438356164383
13618,174,1,177.34,2,1,1,Lost,177.34,191,92.79983561643834
13621,117,1,213.85,2,1,1,Lost,213.85,248,145.3008219178082
13623,31,5,727.74,4,4,3,Champions,145.548,334,665.9319452054795
13626,253,1,257.23,1,1,2,Lost,257.23,112,78.9308493150685
13627,59,5,1638.47,3,4,4,Loyal Customers,327.694,306,1373.6214246575344
13629,23,11,7792.36,4,5,5,Champions,708.3963636363636,342,7301.3345753424655
13630,5,7,2031.78,5,5,5,Champions,290.2542857142857,360,2003.9473972602736
13631,100,11,3070.42,2,5,5,Loyal Customers,279.1290909090909,265,2229.2090410958904
13632,25,5,2118.93,4,4,5,Champions,423.78599999999994,340,1973.7978082191778
13634,33,5,1547.36,4,4,4,Champions,309.472,332,1407.4616986301369
13635,68,1,1071.03,3,1,4,Lost,1071.03,297,871.4956438356164
13636,37,5,949.12,3,4,4,Loyal Customers,189.824,328,852.9078356164384
13637,52,3,803.05,3,3,3,Loyal Customers,267.68333333333334,313,688.6428767123288
13638,16,1,122.64,4,1,1,Lost,122.64,349,117.264
13639,74,1,1033.34,2,1,4,Lost,1033.34,291,823.8409315068492
13642,216,1,312.28,1,1,2,Lost,312.28,149,127.47868493150683
13643,31,3,519.44,4,3,3,Loyal Customers,173.14666666666668,334,475.3231780821918
13644,16,4,2624.26,4,4,5,Champions,656.065,349,2509.2239452054796
13645,120,1,252.1,2,1,2,Lost,252.1,245,169.2178082191781
13647,10,4,1648.12,5,4,4,Champions,412.03,355,1602.9660273972602
13649,257,2,346.6,1,2,2,At Risk,173.3,108,102.55561643835617
13650,17,6,1836.34,4,5,4,Champions,306.0566666666667,348,1750.8118356164384
13651,40,1,79.2,3,1,1,Lost,79.2,325,70.52054794520548
13652,46,3,1095.08,3,3,4,Loyal Customers,365.02666666666664,319,957.0699178082191
13654,43,6,2707.33,3,5,5,Loyal Customers,451.22166666666664,322,2388.384273972603
13655,114,2,932.97,2,2,4,At Risk,466.485,251,641.5766301369863
13656,165,2,379.65,2,2,2,At Risk,189.825,200,208.02739726027394
13657,11,2,382.14,5,2,2,Lost,191.07,354,370.6234520547945
13658,10,5,2639.17,5,4,5,Champions,527.8340000000001,355,2566.86397260274
13659,206,2,1563.0,1,2,4,At Risk,781.5,159,680.8684931506849
13662,86,3,881.26,2,3,3,Loyal Customers,293.75333333333333,279,673.6206575342466
13663,179,1,189.47,2,1,1,Lost,189.47,186,96.55183561643835
13666,60,3,84.65,3,3,1,Loyal Customers,28.21666666666667,305,70.73493150684932
13667,149,1,299.05,2,1,2,Lost,299.05,216,176.97205479452055
13668,3,21,6309.83,5,5,5,Champions,300.46809523809526,362,6257.968383561645
13669,51,2,218.55,3,2,1,Lost,109.275,314,188.0128767123288
13670,75,1,349.7,2,1,2,Lost,349.7,290,277.84383561643835
13672,301,2,186.39,1,2,1,At Risk,93.195,64,32.68208219178082
13673,19,2,387.44,4,2,2,Lost,193.72,346,367.2718904109589
13675,151,2,486.8200000000001,2,2,3,At Risk,243.41000000000005,214,285.4232328767124
13678,152,1,232.6,2,1,1,Lost,232.6,213,135.7364383561644
13680,1,4,3719.12,5,4,5,Champions,929.78,364,3708.930630136986
13681,18,4,827.83,4,4,3,Champions,206.9575,347,787.0055068493151
13682,187,1,59.5,1,1,1,Lost,59.5,178,29.016438356164382
13684,286,1,65.13,1,1,1,Lost,65.13,79,14.0966301369863
13685,3,7,3119.44,5,5,5,Champions,445.63428571428574,362,3093.8007671232876
13686,183,1,72.0,1,1,1,Lost,72.0,182,35.9013698630137
13689,63,1,910.0,3,1,3,Lost,910.0,302,752.9315068493152
13690,59,1,172.25,3,1,1,Lost,172.25,306,144.40684931506848
13692,25,3,1488.32,4,3,4,Loyal Customers,496.1066666666666,340,1386.3802739726027
13694,4,50,65039.62,5,5,5,Champions,1300.7924,361,64326.85704109589
13695,31,15,2504.13,4,5,5,Champions,166.942,334,2291.450465753425
13697,39,1,151.3,3,1,1,Lost,151.3,326,135.133698630137
13699,155,1,308.58000000000004,2,1,2,Lost,308.58000000000004,210,177.5391780821918
13700,26,10,2248.63,4,5,5,Champions,224.863,339,2088.453616438356
13703,318,1,99.5,1,1,1,Lost,99.5,47,12.812328767123288
13704,5,9,2308.06,5,5,5,Champions,256.4511111111111,360,2276.4427397260274
13705,8,3,711.86,5,3,3,Loyal Customers,237.28666666666666,357,696.2575890410959
13706,303,1,330.79,1,1,2,Lost,330.79,62,56.188986301369866
13707,267,2,806.41,1,2,3,At Risk,403.205,98,216.5155616438356
13708,271,1,283.33,1,1,2,Lost,283.33,94,72.96717808219178
13709,4,13,6307.650000000001,5,5,5,Champions,485.2038461538462,361,6238.525068493152
13710,32,1,180.48,4,1,1,Lost,180.48,333,164.65709589041094
13711,219,2,252.06,1,2,2,At Risk,126.03,146,100.82400000000001
13712,247,1,228.84,1,1,1,Lost,228.84,118,73.9811506849315
13715,281,5,1077.39,1,4,4,Loyal Customers,215.478,84,247.94728767123289
13716,269,1,138.28,1,1,1,Lost,138.28,96,36.36953424657534
13717,32,6,1445.01,4,5,4,Champions,240.835,333,1318.324191780822
13718,246,2,306.55,1,2,2,At Risk,153.275,119,99.94369863013699
13719,15,5,1041.68,4,4,4,Champions,208.336,350,998.8712328767124
13720,117,4,799.9,2,4,3,Loyal Customers,199.975,248,543.4936986301369
13721,36,1,524.14,3,1,3,Lost,524.14,329,472.44399999999996
13722,132,3,2375.41,2,3,5,Loyal Customers,791.8033333333333,233,1516.3576164383562
13723,217,1,199.85,1,1,1,Lost,199.85,148,81.03506849315069
13725,50,8,1980.56,3,5,4,Loyal Customers,247.57,315,1709.250410958904
13726,39,2,1079.66,3,2,4,Lost,539.83,326,964.2990684931508
13727,29,2,333.48,4,2,2,Lost,166.74,336,306.9843287671233
13728,37,6,1016.14,3,5,4,Loyal Customers,169.35666666666665,328,913.1340273972602
13730,136,2,752.6,2,2,3,At Risk,376.3,229,472.17917808219175
13731,219,2,610.59,1,2,3,At Risk,305.295,146,244.23600000000002
13732,28,1,491.86,4,1,3,Lost,491.86,337,454.12827397260276
13735,25,4,2883.54,4,4,5,Champions,720.885,340,2686.0372602739726
13736,5,2,729.8,5,2,3,Lost,364.9,360,719.8027397260273
13737,200,1,339.6,1,1,2,Lost,339.6,165,153.51780821917808
13739,18,1,216.9,4,1,1,Lost,216.9,347,206.20356164383563
13740,241,1,350.75,1,1,2,Lost,350.75,124,119.15890410958905
13741,72,3,668.4300000000001,3,3,3,Loyal Customers,222.81000000000003,293,536.5753150684932
13742,17,12,3107.87,4,5,5,Champions,258.9891666666667,348,2963.1198904109588
13743,3,7,1341.6,5,5,4,Champions,191.65714285714284,362,1330.5731506849315
13744,95,2,1080.52,2,2,4,At Risk,540.26,270,799.2887671232876
13745,162,1,300.04,2,1,2,Lost,300.04,203,166.87156164383563
13747,374,1,79.6,1,1,1,Lost,79.6,-9,-1.962739726027397
13748,96,5,948.25,2,4,4,Loyal Customers,189.65,269,698.8472602739726
13750,54,5,1647.26,3,4,4,Loyal Customers,329.452,311,1403.5557808219178
13751,288,1,296.25,1,1,2,Lost,296.25,77,62.49657534246575
13752,124,6,1175.38,2,5,4,Loyal Customers,195.89666666666668,241,776.0728219178083
13753,288,1,741.26,1,1,3,Lost,741.26,77,156.37539726027396
13754,152,2,282.6,2,2,2,At Risk,141.3,213,164.91452054794524
13755,4,9,2108.06,5,5,5,Champions,234.2288888888889,361,2084.9579726027396
13756,2,14,5189.52,5,5,5,Champions,370.68,363,5161.084273972603
13758,12,7,3190.55,5,5,5,Champions,455.79285714285714,353,3085.6552054794524
13759,33,2,659.4100000000001,4,2,3,Lost,329.70500000000004,332,599.7921095890412
13760,54,2,286.79,3,2,2,Lost,143.395,311,244.36079452054798
13761,50,2,1070.65,3,2,4,Lost,535.325,315,923.9856164383563
13762,219,1,306.72,1,1,2,Lost,306.72,146,122.68800000000002
13763,63,1,1714.96,3,1,4,Lost,1714.96,302,1418.9532054794522
13764,71,3,1516.42,3,3,4,Loyal Customers,505.47333333333336,294,1221.4451506849316
13767,2,37,17220.36,5,5,5,Champions,465.41513513513513,363,17126.0018630137
13769,2,10,2796.51,5,5,5,Champions,279.651,363,2781.186657534247
13771,64,4,2634.45,3,4,5,Loyal Customers,658.6125,301,2172.5190410958903
13772,34,3,1122.63,3,3,4,Loyal Customers,374.21000000000004,331,1018.0562465753426
13774,82,1,345.0,2,1,2,Lost,345.0,283,267.4931506849315
13777,1,33,25977.16,5,5,5,Champions,787.1866666666666,364,25905.989698630136
13778,103,1,178.7,2,1,1,Lost,178.7,262,128.2723287671233
13780,7,2,360.01,5,2,2,Lost,180.005,358,353.10569863013694
13781,251,1,127.84,1,1,1,Lost,127.84,114,39.9281095890411
13782,13,6,908.86,5,5,3,Champions,151.47666666666666,352,876.4896438356163
13784,10,11,2462.79,5,5,5,Champions,223.89,355,2395.316301369863
13786,367,1,230.4,1,1,1,Lost,230.4,-2,-1.2624657534246575
13787,76,2,309.04,2,2,2,At Risk,154.52,289,244.69194520547947
13790,4,1,348.79999999999995,5,1,2,Lost,348.79999999999995,361,344.9775342465753
13791,128,2,1516.0,2,2,4,At Risk,758.0,237,984.3616438356164
13792,66,2,195.55,3,2,1,Lost,97.775,299,160.19027397260274
13798,1,57,37153.85,5,5,5,Champions,651.8219298245614,364,37052.058630136984
13799,117,2,688.86,2,2,3,At Risk,344.43,248,468.04734246575345
13800,310,1,558.32,1,1,3,Lost,558.32,55,84.13041095890411
13801,67,1,324.8,3,1,2,Lost,324.8,298,265.1791780821918
13802,139,3,4599.42,2,3,5,Loyal Customers,1533.14,226,2847.8600547945207
13803,255,1,277.07,1,1,2,Lost,277.07,110,83.50054794520547
13804,31,7,2588.39,4,5,5,Champions,369.77,334,2368.5541369863013
13805,52,2,924.6,3,2,4,Lost,462.3,313,792.8761643835617
13806,64,1,256.38,3,1,2,Lost,256.38,301,211.425698630137
13807,367,1,112.6,1,1,1,Lost,112.6,-2,-0.616986301369863
13808,6,5,1747.66,5,4,4,Champions,349.53200000000004,359,1718.9313424657537
13809,305,1,155.05,1,1,1,Lost,155.05,60,25.487671232876714
13810,29,2,827.51,4,2,3,Lost,413.755,336,761.7626301369863
13811,184,2,519.75,1,2,3,At Risk,259.875,181,257.7390410958904
13812,42,3,485.0,3,3,3,Loyal Customers,161.66666666666666,323,429.1917808219178
13813,40,4,1168.86,3,4,4,Loyal Customers,292.215,325,1040.7657534246575
13814,92,2,1579.12,2,2,4,At Risk,789.56,273,1181.0952328767123
13815,22,4,3667.36,4,4,5,Champions,916.84,343,3446.313643835617
13816,24,2,499.67,4,2,3,Lost,249.835,341,466.8149863013699
13817,29,2,328.98,4,2,2,Lost,164.49,336,302.8418630136986
13819,302,3,1140.35,1,3,4,Loyal Customers,380.1166666666666,63,196.82753424657534
13821,145,2,385.64,2,2,2,At Risk,192.82,220,232.44054794520545
